dgp,Ts,family,lam,rule,score,coverage,width
null,20,plain,0.8,,4.6494446133277805,0.8143326249999996,2.812854823998951
null,20,plain,0.9,,4.762314144052254,0.8004817500000003,2.747053393976503
null,20,plain,1.0,,4.92318469309402,0.7808781249999995,2.652343275447828
null,20,corrected,0.0,,4.504017542737617,0.8629392500000002,3.212289211200641
null,20,corrected,0.1,,4.451858834940955,0.868147375,3.2260846632783533
null,20,corrected,0.2,,4.417606634272701,0.8714291250000001,3.232515871126174
null,20,corrected,0.3,,4.407610265054857,0.8722752500000004,3.2341264842774273
null,20,corrected,0.4,,4.421555284138093,0.8710381249999998,3.2303453930879016
null,20,corrected,0.5,,4.453909491060653,0.8674446250000005,3.219772925491955
null,20,corrected,0.6,,4.516077931012293,0.8607045000000011,3.1962433783712556
null,20,corrected,0.7,,4.581875928905772,0.8524517499999995,3.1592843961784793
null,20,corrected,0.8,,4.685157052381622,0.83924075,3.0981855415194373
null,20,corrected,0.9,,4.776562680945131,0.8235525,2.9987644363738726
null,20,corrected,1.0,,4.861882094458254,0.8040663749999996,2.8538004269646535
null,20,corrected,0.43200000000000005,cv_score,4.515283762087373,0.852316375,3.107387945870164
null,20,corrected,0.5455,cv_cov,4.543306142096235,0.8625949999999999,3.226784672123859
null,35,plain,0.0,,4.380144429364848,0.8805399999999995,3.299380025438066
null,35,plain,0.1,,4.352723782114714,0.8796195000000003,3.268405186742529
null,35,plain,0.2,,4.331614004627078,0.8779232500000004,3.2347057099999437
null,35,plain,0.3,,4.318733667559957,0.875398125,3.1988263164525406
null,35,plain,0.4,,4.318985404226912,0.8714743749999999,3.1597625844358848
null,35,plain,0.5,,4.326076849952527,0.86678325,3.1181733501555
null,35,plain,0.6,,4.341457760847022,0.8611791250000003,3.0738123171997374
null,35,plain,0.7,,4.388519359401847,0.8530614999999999,3.025301925106642
null,35,plain,0.8,,4.42817294361913,0.8449480000000001,2.972208954807754
null,35,plain,0.9,,4.481990289169444,0.8353741249999997,2.914513664820309
null,35,plain,1.0,,4.553213536641725,0.8235494999999998,2.8448432727231165
null,35,corrected,0.0,,4.376631161906204,0.885441125,3.3467193937259463
null,35,corrected,0.1,,4.348943739068495,0.8893585000000003,3.363965547989434
null,35,corrected,0.2,,4.328182520840512,0.8913328750000001,3.3679403515006165
null,35,corrected,0.3,,4.323879621922721,0.8911709999999999,3.362351519664116
null,35,corrected,0.4,,4.325398218827513,0.8896542500000001,3.3473465320649076
null,35,corrected,0.5,,4.342773578442705,0.8863227499999998,3.3277087806397945
null,35,corrected,0.6,,4.367802224926214,0.8817559999999992,3.3015636476249224
null,35,corrected,0.7,,4.387166940474267,0.877201375,3.2697989246814654
null,35,corrected,0.8,,4.411937740815497,0.8718160000000003,3.233694403082277
null,35,corrected,0.9,,4.440119519977734,0.86569325,3.193143475034207
null,35,corrected,1.0,,4.477717275551192,0.8584059999999998,3.1465525543602957
null,35,corrected,0.442,cv_score,4.351363363814354,0.876414125,3.2332295268615248
null,35,corrected,0.473,cv_cov,4.353520799354418,0.8874163749999999,3.3465595029623865
null,50,plain,0.0,,4.300735560979357,0.8813627500000001,3.245955605724159
null,50,plain,0.1,,4.280792221125546,0.8813998749999999,3.230219063728441
null,50,plain,0.2,,4.270324515832092,0.8804087499999995,3.211705109515606
null,50,plain,0.3,,4.262944919836899,0.8788368749999997,3.190265805547769
null,50,plain,0.4,,4.268684738326501,0.875973124999999,3.1654593045618733
null,50,plain,0.5,,4.278850917356811,0.8723797500000005,3.1376704656108694
null,50,plain,0.6,,4.294312045580625,0.8681871250000001,3.1072845490205454
null,50,plain,0.7,,4.315085165943164,0.863270625,3.073761139473438
null,50,plain,0.8,,4.343460989336784,0.8575932499999999,3.03777639013914
null,50,plain,0.9,,4.3797122053872775,0.8508166249999999,2.9974571003172734
null,50,plain,1.0,,4.436728721331023,0.8418431249999998,2.9480227475634537
null,50,corrected,0.0,,4.299951258684513,0.8834277500000003,3.266091554809514
null,50,corrected,0.1,,4.277181493645043,0.8864058749999999,3.277668052392455
null,50,corrected,0.2,,4.261959662475514,0.8876763749999997,3.2777401038414733
null,50,corrected,0.3,,4.250186026534376,0.8879965,3.2713680461887744
null,50,corrected,0.4,,4.248845759701362,0.887178625,3.26160246702952
null,50,corrected,0.5,,4.251024383333008,0.8857332499999999,3.2492053679898163
null,50,corrected,0.6,,4.259011361953979,0.883543,3.2340707561459774
null,50,corrected,0.7,,4.270137544711848,0.8808923749999996,3.215954459577301
null,50,corrected,0.8,,4.300294220011408,0.8763159999999999,3.1926620450924705
null,50,corrected,0.9,,4.338290246302125,0.8702929999999997,3.161181874092318
null,50,corrected,1.0,,4.399694500084132,0.8603427499999999,3.1066901556937405
null,50,corrected,0.4655,cv_score,4.267930865797214,0.8793935,3.198380510462851
null,50,corrected,0.5670000000000001,cv_cov,4.282138750773412,0.884593375,3.260877443994565
