date,season,month_name,covered_p,lo_p,hi_p,width_p,covered_s,lo_s,hi_s,width_s
2023-09-01,9,Sep,True,-0.1697477741201,0.6138257685002769,0.7835735426203769,True,-0.13721319849597907,0.565410557414731,0.70262375591071
2023-10-01,10,Oct,True,0.027033561548053975,0.8106071041684308,0.7835735426203769,False,0.3090291467155388,0.8880534403517641,0.5790242936362253
2023-11-01,11,Nov,True,-0.0698035064665894,0.7137700361537875,0.7835735426203769,True,0.15181845485564344,0.6891720946180712,0.5373536397624277
2023-12-01,12,Dec,True,-0.011995050260603712,0.7715784923597733,0.7835735426203769,True,0.20902389148160616,0.791697357256093,0.5826734657744869
2024-01-01,1,Jan,True,0.14818155821285722,0.9317551008332341,0.7835735426203769,True,0.19451665116396138,1.2227870764419109,1.0282704252779495
2024-02-01,2,Feb,False,0.01879658980364468,0.8023701324240216,0.7835735426203769,False,0.2881804038231911,0.7049393788118894,0.4167589749886983
2024-03-01,3,Mar,False,0.2541245907840813,1.0376981334044582,0.7835735426203769,False,0.30203450075690896,1.0261323935188174,0.7240978927619084
2024-04-01,4,Apr,True,-0.1623625174808621,0.6319393355265461,0.7943018530074082,True,-0.08946759640564261,0.5970903682740466,0.6865579646796892
2024-05-01,5,May,True,-0.012031652798538905,0.7932688354376842,0.8053004882362231,True,0.060029388175616816,0.659849763597621,0.5998203754220042
2024-06-01,6,Jun,True,-0.030707444915452242,0.763594408091956,0.7943018530074082,True,-0.2161527506745986,0.5973029759874765,0.8134557266620751
2024-07-01,7,Jul,True,-0.16883879670915097,0.6254630562982573,0.7943018530074082,True,-0.1934081924200023,0.8067283087570853,1.0001365011770877
2024-08-01,8,Aug,False,0.0626854110876991,0.8569872640951073,0.7943018530074082,False,0.20375188013577078,0.6145117160864366,0.41075983595066584
2024-09-01,9,Sep,True,-0.2902292470791167,0.5040726059282915,0.7943018530074082,True,-0.24849330019471708,0.4499503723914243,0.6984436725861414
2024-10-01,10,Oct,True,0.08778849428093027,0.8820928525003813,0.794304358219451,True,0.2728738654719334,0.9209273058236975,0.6480534403517642
2024-11-01,11,Nov,True,0.1730472330037386,0.9673515912231896,0.794304358219451,True,0.3667881270650285,0.9041417668274563,0.5373536397624278
2024-12-01,12,Dec,True,-0.0752967776397746,0.7190075805796763,0.7943043582194509,True,0.1935649326631218,0.7005145626159792,0.5069496299528574
